can_nam,can_off,can_par_aff,can_inc_cha_ope_sea,can_sta,tot_con,tra_fro_oth_aut_com,Tot_Mon,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_ope_exp,cov_sta_dat,cov_end_dat,winner,votes
"HOWARTH, THOMAS JAMES",H,DEM,CHALLENGER,VA,5949.00,,5949.00,5949.00,,,450.00,4/27/2016,6/30/2016,,
"HUDOCK, BRANDON GENE",S,IND,CHALLENGER,PA,835.00,,835.00,2216.00,,2618.00,2216.00,4/1/2016,6/30/2016,,
"KIRSHNER, BRANDON REID",H,IND,CHALLENGER,NY,9727.16,,9727.16,8510.71,,1216.45,8510.71,12/1/2015,6/30/2016,,
"KUO, PETER",H,REP,CHALLENGER,CA,8133.76,,8133.76,14233.76,,,12332.23,1/1/2016,6/30/2016,,
"LARCHUK, STEVEN B",H,DEM,CHALLENGER,PA,89057.59,,89057.59,333169.05,,15888.54,284312.05,1/1/2015,6/30/2016,,
"LAWRENCE, DERICKSON K",H,DEM,CHALLENGER,NY,34460.09,,34460.09,24706.89,7997.00,11422.15,14759.89,1/1/2016,6/30/2016,,
"MACHAT, STEVEN",S,IND,CHALLENGER,FL,25943.00,,25943.00,23899.00,2000.00,1982.00,,4/1/2016,6/30/2016,,
"MARSHALL, ROBERT",S,DEM,CHALLENGER,IL,500.00,,500.00,46196.00,,314.00,6000.00,7/1/2015,6/30/2016,,
"MARSHALL, ROBERT",H,DEM,CHALLENGER,IL,500.00,,500.00,46196.00,,314.00,6000.00,7/1/2015,6/30/2016,,
"MARX, ANGELA KAYE",H,DEM,CHALLENGER,WA,13285.57,,13285.57,6847.52,,6615.53,6847.52,4/1/2015,6/30/2016,,
"MCALLISTER, LENNY MR",H,REP,CHALLENGER,PA,17390.00,,17390.00,15689.32,,1700.68,15689.32,4/1/2016,6/30/2016,,
"MCFARLANE, RICHARD",H,DEM,CHALLENGER,NJ,541.03,,541.03,741.03,,,192.17,1/1/2016,6/30/2016,,
"METTLER, KEN",H,REP,CHALLENGER,CA,21392.63,,21392.63,43818.89,,,40896.18,4/1/2016,6/30/2016,,
"MILLER, ROBERT",H,REP,CHALLENGER,CA,5283.00,,5283.00,10905.38,,,10815.38,1/1/2016,6/30/2016,,
"MIRZA, ALI A",H,DEM,CHALLENGER,NY,67686.24,,67686.24,45519.04,,22167.20,39407.60,1/1/2016,6/30/2016,,
"MURPHY, PATRICK",H,DEM,CHALLENGER,IA,231505.12,,231505.12,259237.33,1334.83,1193.35,231516.60,1/1/2015,6/30/2016,,
"ORCHULLI, JACK C",S,REP,CHALLENGER,CT,,,0.00,,,,,10/1/2009,6/30/2016,,
"PERSLEY, ERRAN FELIC MR.",H,REP,CHALLENGER,TN,650.00,,650.00,6947.38,,702.62,6947.38,4/1/2016,6/30/2016,,
"RICHARDS, RONNY HARRISON",H,DEM,CHALLENGER,OH,7220.00,,7220.00,8953.40,-156.90,-4842.99,2220.11,1/1/2016,6/30/2016,,
"ROBERTS, JAMES HENRY MR. SR.",H,DEM,CHALLENGER,NC,322.02,,322.02,23397.00,,5351.00,23342.00,11/12/2015,6/30/2016,,
"ROGERS, DAVID BRYAN",H,REP,CHALLENGER,CA,242272.54,,242272.54,242272.54,,,227642.54,1/1/2015,6/30/2016,,
"RUSSELL, RONALD E MR",H,DEM,CHALLENGER,VI,600.00,,600.00,3781.00,,818.00,3781.00,5/17/2016,6/30/2016,,
"SACKRIN, ADAM",H,DEM,CHALLENGER,FL,9377.51,,9377.51,10455.09,,422.42,10455.09,4/1/2016,6/30/2016,,
"SALAMONE, PHILIP PETER",H,DEM,CHALLENGER,WI,5170.00,,5170.00,6192.86,,-1022.86,5992.86,3/10/2016,6/30/2016,,
"SCHAEFER, J MICHAEL",H,DEM,CHALLENGER,NV,,,0.00,41501.00,,,,4/1/2016,6/30/2016,,
"SCHRODE, ERIN AZARIA",H,DEM,CHALLENGER,CA,58283.50,,58283.50,59079.55,,-26515.78,47617.72,3/25/2016,6/30/2016,,
"SCOTT, BOBBY L.",H,REP,CHALLENGER,GA,250.00,,250.00,135250.00,,,53790.34,1/1/2016,6/30/2016,,
"SPENCER, LYDLE RAY",H,REP,CHALLENGER,MO,2837.85,,2837.85,3189.78,501.31,149.38,3189.78,4/1/2016,6/30/2016,,
"STEWART, FAYE",S,REP,CHALLENGER,OR,121340.00,,121340.00,121338.00,,,121338.00,10/1/2015,6/30/2016,,
"TAYLOR, JAMES",H,REP,CHALLENGER,OK,15091.00,,15091.00,15044.35,,3546.65,14494.35,1/1/2016,6/30/2016,,
"VOGT, DAVID E III",H,REP,CHALLENGER,MD,65845.60,,65845.60,65095.14,,750.46,59095.14,4/1/2015,6/30/2016,,
"VOWELL, EDWARD F.",H,DEM,CHALLENGER,IL,41819.28,,41819.28,46819.28,,-5000.00,42913.28,6/1/2015,6/30/2016,,
"WALSER, JASON ALBERT",H,REP,CHALLENGER,NC,85002.54,,85002.54,82364.96,,2637.58,80592.13,1/1/2016,6/30/2016,,
"WEBB, MICHAEL DAVID",H,REP,CHALLENGER,VA,13184.70,,13184.70,11585.21,,,11585.21,5/1/2015,6/30/2016,,
"WILDER, SELLUS",S,DEM,CHALLENGER,KY,67330.00,,67330.00,60815.00,,6514.00,60715.00,1/1/2016,6/30/2016,,
"WINGE, KEVIN BIRDEEN",H,IND,CHALLENGER,MN,13651.00,,13651.00,13650.00,,,2999.00,10/1/2015,6/30/2016,,
"YU, EUGENE MR.",H,REP,CHALLENGER,GA,28007.87,,28007.87,55423.31,,2.22,55308.30,1/1/2015,6/30/2016,,
"BENSMIHEN, JOSEPH",H,REP,CHALLENGER,FL,107408.79,,107408.79,137410.38,,,115179.88,4/1/2015,6/28/2016,,
"BERNAL, BENITO BENNY",H,DEM,CHALLENGER,CA,15502.00,,15502.00,15499.00,,,15499.00,1/1/2015,6/28/2016,,
"ISNER, BOB",H,DEM,CHALLENGER,NC,19849.00,,19849.00,21348.00,,,6477.00,1/1/2016,6/26/2016,,
"NORRIS, PHILLIP",H,REP,CHALLENGER,AL,3605.00,,3605.00,3605.76,,,3550.00,4/1/2015,6/24/2016,,
"CONDLEY, KERRI",H,NNE,CHALLENGER,CA,42868.86,,42868.86,87420.73,151.87,,41175.73,1/1/2015,6/23/2016,,
"HULLUM, DAVID MATTHEW MR.",H,IND,CHALLENGER,OK,4500.00,,4500.00,45.00,,,4500.00,4/13/2016,6/23/2016,,
"HASAN, SHARIFF M",H,REP,CHALLENGER,CA,2250.00,,2250.00,2250.00,,,2250.00,1/1/2016,6/22/2016,,
"VANDERSAND, ETHAN",H,REP,CHALLENGER,IL,21371.59,,21371.59,21371.59,,,19873.62,9/15/2015,6/21/2016,,
"BAKER, BRUCE",H,REP,CHALLENGER,CO,1050.00,,1050.00,1050.00,,-161.99,888.01,1/1/2016,6/20/2016,,
"DUFFIE, RYAN",H,REP,CHALLENGER,NC,6585.00,,6585.00,6051.83,,-54.64,5971.83,12/21/2015,6/18/2016,,
"FITZPATRICK, ROGER ",H,REP,CHALLENGER,GA,17965.00,,17965.00,16049.02,1980.05,1220.69,16049.02,1/1/2016,6/14/2016,,
"DAY, THOMAS",H,DEM,CHALLENGER,IL,62346.30,,62346.30,62345.72,,,62345.72,6/24/2015,6/10/2016,,
"OLIVERIO, PIERLUIGI",H,DEM,CHALLENGER,CA,20.00,,20.00,3052.00,,,,1/1/2016,6/10/2016,,
"ADAMS, SCOTT MICHAEL MR.",H,IND,CHALLENGER,CA,,,0.00,6940.00,,-6940.00,6940.00,1/1/2016,6/8/2016,,
"LAW, PHILIP JOSEPH",H,REP,CHALLENGER,NC,145404.32,,145404.32,154532.32,,,145404.32,1/1/2015,6/8/2016,,
"SANCHEZ, CARLOS J MR",H,REP,CHALLENGER,CA,,,0.00,25658.24,,465.76,15362.01,1/1/2015,6/8/2016,,
"BARAJAS, RAMON MISTER III",H,REP,CHALLENGER,CA,,,0.00,,,,,1/1/2016,6/7/2016,,
"BOMBERGER, JEFFREY",H,IND,CHALLENGER,CA,,,0.00,,,,,4/1/2016,6/7/2016,,
"PATRICK, PATREA",H,DEM,CHALLENGER,CA,,,0.00,,0.50,,,3/6/2016,6/7/2016,,
"CASACIO, STANLEY STAN""""",H,REP,CHALLENGER,PA,55551.42,,55551.42,116651.42,,,116267.16,1/1/2016,6/6/2016,,
"MACBETH, KAREN",H,REP,CHALLENGER,RI,13720.00,,13720.00,13720.00,,,6798.89,4/1/2016,6/6/2016,,
"COPELAND, CHERYL",S,DEM,CHALLENGER,GA,13543.00,,13543.00,14363.00,,0.60,11397.00,3/1/2016,6/1/2016,,
"ALLAN, SETH",H,REP,CHALLENGER,OR,18610.29,,18610.29,19660.29,250.00,,15053.20,9/1/2015,5/31/2016,,
"DELGADO, ELOY JAVIER MR.",H,DEM,CHALLENGER,NJ,8385.49,,8385.49,11047.49,,3724.59,11047.49,1/1/2016,5/26/2016,,
"KENDER, JEFF DARRELL",S,DEM,CHALLENGER,KY,5701.00,,5701.00,5700.00,,,5700.00,1/1/2016,5/20/2016,,
"ROCHE, FRANK",H,REP,CHALLENGER,NC,26912.89,,26912.89,28780.89,,,17802.88,4/1/2015,5/20/2016,,
"COKER, ADAM WARD",H,DEM,CHALLENGER,NC,10290.00,,10290.00,15286.79,,2486.18,13793.82,1/1/2016,5/18/2016,,
"GUZMAN, DAVID",H,DEM,CHALLENGER,CA,8303.25,,8303.25,8303.25,,,8303.25,1/1/2016,5/18/2016,,
"LUCERO, MICHAEL GLENN",H,REP,CHALLENGER,NM,9614.00,,9614.00,5853.49,,3760.51,5853.49,10/1/2015,5/18/2016,,
"BRILL, ROGER Q",H,REP,CHALLENGER,KY,,,0.00,19308.00,,6811.00,,1/26/2016,5/17/2016,,
"VILLARREAL, JAMES",H,DEM,CHALLENGER,AZ,7467.00,3166.02,10633.02,10633.02,,,9883.02,11/1/2015,5/10/2016,,
"WRIGHT, DOUGLAS A.",H,REP,CHALLENGER,CA,24543.00,3166.03,27709.03,27709.03,,,13159.03,11/20/2015,5/10/2016,,
"COOK, YORK",H,REP,CHALLENGER,NJ,6415.00,,6415.00,6415.00,,,1628.75,3/20/2015,5/4/2016,,
"COWAN, DANIEL",H,REP,CHALLENGER,GA,145184.52,,145184.52,289643.92,,105540.60,288643.92,1/1/2016,5/4/2016,,
"DAVIS, BILLY",H,REP,CHALLENGER,GA,17875.02,,17875.02,69446.45,,3428.57,69446.45,1/1/2016,5/4/2016,,
"ARMSTRONG-STONER, DEREK JAMES",H,DEM,CHALLENGER,AZ,6600.98,,6600.98,16350.98,,,16106.64,11/27/2015,5/3/2016,,
"COLLINS, FREDERICK",H,DEM,CHALLENGER,IL,20000.00,,20000.00,20000.00,,,20000.00,10/1/2015,4/30/2016,,
"LANGE, JOHN RICHARD",H,REP,CHALLENGER,NY,39439.59,,39439.59,39439.76,,,39439.76,1/1/2016,4/30/2016,,
"GONZALES, REGINO JAMES",H,REP,CHALLENGER,TX,19875.00,1425.00,21300.00,14947.00,,5720.00,14947.00,1/1/2015,4/28/2016,,
"JACKSON, SEAN M",H,REP,CHALLENGER,MD,4869.00,,4869.00,4721.00,,148.00,4721.00,6/26/2015,4/26/2016,,
"MORRIS, GERALD A",H,REP,CHALLENGER,CA,,,0.00,,,,,1/1/2016,4/15/2016,,
"ROGERS, ROBERT L",H,REP,CHALLENGER,AL,10.00,,10.00,32492.00,,,50187.00,10/29/2015,4/15/2016,,
"MANNINO, LEN",H,REP,CHALLENGER,NH,,,0.00,,,,,4/9/2016,4/14/2016,,
"YOUNG JR, LARRY DEAN",H,REP,CHALLENGER,AL,19766.88,,19766.88,178474.16,,,,11/1/2015,4/14/2016,,
"ROUGHNEEN, CHERIE",H,REP,CHALLENGER,TX,4637.82,,4637.82,12844.04,,-6219.04,11844.04,12/9/2015,4/13/2016,,
"HOLMQUIST, LARRY",S,REP,CHALLENGER,NC,9445.00,,9445.00,9443.00,,,9443.00,9/1/2015,4/6/2016,,
"ANTHONY, MALCOLM",H,REP,CHALLENGER,FL,17988.96,,17988.96,20852.79,,-2263.83,13261.15,8/25/2015,4/4/2016,,
"WHITE, JAMES LLOYD",H,DEM,CHALLENGER,MO,4810.41,,4810.41,6689.32,,,6646.27,1/1/2015,4/1/2016,,
"BLATT, DOUGLAS JAMES MR",H,DEM,CHALLENGER,TX,1367.39,,1367.39,1867.39,,,431.32,7/1/2015,3/31/2016,,
"BRONSON, DANIEL J",S,REP,CHALLENGER,IL,7328.00,,7328.00,7328.00,,,7328.00,9/5/2015,3/31/2016,,
"BROOKINS, HOWARD B. JR.",H,DEM,CHALLENGER,IL,202368.61,,202368.61,202807.69,,,197032.64,10/1/2015,3/31/2016,,
"CASIDA, TISHA TRINETTE",H,UNK,CHALLENGER,CO,,,0.00,,2234.00,2234.00,,1/1/2015,3/31/2016,,
"CHADWICK, HOWARD BRUCE",H,REP,CHALLENGER,TX,13835.46,,13835.46,13835.46,,,13835.46,7/1/2015,3/31/2016,,
"CHOI, JUN",H,DEM,CHALLENGER,NJ,1000.00,,1000.00,53777.36,52777.36,,3527.36,1/1/2015,3/31/2016,,
"COLEMAN, CURTIS",S,REP,CHALLENGER,AR,95936.00,,95936.00,95961.00,25.00,,93261.00,1/1/2015,3/31/2016,,
"CRAMER, ROBERT JAMES",H,REP,CHALLENGER,IA,600.00,,600.00,2876.59,466.83,,2876.59,1/1/2015,3/31/2016,,
"DAVIES, AARON",H,IND,CHALLENGER,OK,1814.73,,1814.73,1782.90,,114.33,1782.90,1/1/2015,3/31/2016,,
"DICKINSON, MICHAEL ROBERT",H,DEM,CHALLENGER,VA,,,0.00,,,,,1/1/2015,3/31/2016,,
"FILAK, MICHAEL A MR.",H,DEM,CHALLENGER,TX,13067.14,,13067.14,19543.93,,,17866.73,10/1/2015,3/31/2016,,
"GARCIA, DOMINIQUE MICHELLE",H,DEM,CHALLENGER,TX,6001.00,,6001.00,6001.00,5001.00,5001.00,6001.00,10/1/2015,3/31/2016,,
"GRAYSON, DERRICK EARL",S,REP,CHALLENGER,GA,10186.00,,10186.00,14627.00,10.00,568.00,9407.00,1/1/2016,3/31/2016,,
"GRIMSLEY, WARREN GRIZZ",H,GRE,CHALLENGER,IL,4059.00,,4059.00,6353.00,,,3421.00,7/28/2015,3/31/2016,,
"GUTZEIT, MARIA",H,DEM,CHALLENGER,CA,61871.79,,61871.79,72845.44,,,62067.92,4/24/2015,3/31/2016,,
"HARMON, WAYNE E",H,REP,CHALLENGER,IN,636.00,,636.00,212.00,,424.00,212.00,1/1/2015,3/31/2016,,
"KAY, DAVID",H,DEM,CHALLENGER,WA,26100.00,,26100.00,26100.00,,,25376.40,1/1/2016,3/31/2016,,
"KRAUSE, ROBERT ALLEN",S,DEM,CHALLENGER,IA,2839.40,,2839.40,,,,17417.00,5/7/2015,3/31/2016,,
"LAVERGNE, FREDERICK JOHN",H,DEM,CHALLENGER,NJ,600.00,,600.00,,,600.00,,3/9/2016,3/31/2016,,
"LOPEZ-CERVANTEZ, JOANNE SELENA MS",S,IND,CHALLENGER,AZ,7300.00,,7300.00,6000.00,5000.00,6300.00,5000.00,10/1/2015,3/31/2016,,
"MENDOZA, MATTHEW JAMES",H,REP,CHALLENGER,CA,732.00,,732.00,1346.00,,57.00,673.00,6/30/2015,3/31/2016,,
"OCEGUERA, JOHN",H,DEM,CHALLENGER,NV,234932.59,,234932.59,335137.59,,,186892.59,7/8/2015,3/31/2016,,
"OLREE, BROCK",H,REP,CHALLENGER,AR,2995.38,,2995.38,17780.08,,215.89,17779.49,10/1/2015,3/31/2016,,
"PATE, PAGE ANTHONY",S,DEM,CHALLENGER,GA,110.00,,110.00,110.00,,,110.00,2/29/2016,3/31/2016,,
"RAMSLAND, RUSSELL JAMES JR.",H,REP,CHALLENGER,TX,330710.51,,330710.51,330923.47,,,292210.59,1/1/2015,3/31/2016,,
"ROSEMAN, JEFFREY LEE",H,IND,CHALLENGER,NC,11582.79,,11582.79,11582.79,,,11582.79,1/1/2016,3/31/2016,,
"ROSIER, DONALD PRESTON II",S,REP,CHALLENGER,CO,23300.00,,23300.00,23625.00,,,23300.00,6/1/2015,3/31/2016,,
"SALAS, JAVIER MR",H,DEM,CHALLENGER,IL,48902.00,,48902.00,59565.02,,1869.98,44332.02,6/1/2015,3/31/2016,,
"TRACHTENBERG, DUCHY",H,DEM,CHALLENGER,MD,10500.00,,10500.00,10000.00,,,844.00,1/1/2015,3/31/2016,,
"KEALY, DWIGHT",H,REP,CHALLENGER,CA,47557.28,,47557.28,297657.28,,,17183.28,11/22/2015,3/30/2016,,
"GONZALEZ, EVELIO",H,REP,CHALLENGER,FL,2940.98,,2940.98,3241.06,,-300.08,741.06,11/12/2015,3/28/2016,,
"THURGOOD, KEITH LEE",H,REP,CHALLENGER,TX,5560.10,,5560.10,11631.36,,-4160.24,6300.46,12/14/2015,3/28/2016,,
"DEAN, ANDRE",H,REP,CHALLENGER,TX,10314.00,,10314.00,15906.00,,,11602.00,3/13/2015,3/22/2016,,
"PIZER, DAVID SUMMER",S,REP,CHALLENGER,AZ,,,0.00,,,,,10/1/2015,3/17/2016,,
"MARTIN, JOHN",S,REP,CHALLENGER,AL,5744.00,,5744.00,5643.00,,50.00,4659.00,10/16/2015,3/15/2016,,
"COBLENZ, MICHAEL",H,DEM,CHALLENGER,KY,500.00,,500.00,500.00,,,500.00,1/21/2016,3/14/2016,,
"HEINEMAN, LISA ANN MRS.",H,IND,CHALLENGER,NE,,,0.00,,,,,2/1/2016,3/10/2016,,
"DICHIARA, LARRY",H,REP,CHALLENGER,AL,17718.04,,17718.04,67148.66,,-2356.98,67148.66,10/1/2015,3/9/2016,,
"BRUTUS, O. PATRICK",H,DEM,CHALLENGER,IL,7466.00,,7466.00,39081.37,,3384.63,37648.17,10/1/2015,2/24/2016,,
"BOWMAN, MARCUS",S,REP,CHALLENGER,AL,1890.00,,1890.00,770.00,,1119.00,770.00,11/5/2015,2/10/2016,,
"LIEBER, ARTHUR H.",H,DEM,CHALLENGER,MO,,,0.00,8789.96,8789.96,,407.88,1/1/2015,1/1/2016,,
"ANSEL, JEFFREY",H,IND,CHALLENGER,TX,4767.00,,4767.00,2320.79,2339.22,4785.43,2320.79,10/1/2015,12/31/2015,,
"BANGSTAD, KIRK",H,DEM,CHALLENGER,WI,107069.37,,107069.37,145479.22,,1590.15,89573.22,7/1/2015,12/31/2015,,
"BECKER, FRANCIS X. JR.",H,REP,CHALLENGER,NY,,,0.00,571.00,1163.47,613.12,550.35,1/1/2015,12/31/2015,,
"COLE, MICHAEL K",H,DEM,CHALLENGER,TX,10336.00,,10336.00,24509.10,162.29,739.19,23159.10,1/1/2015,12/31/2015,,
"COLE, MICHAEL KENNETH MR JR",H,DEM,CHALLENGER,TX,10336.00,,10336.00,24509.10,162.29,739.19,23159.10,1/1/2015,12/31/2015,,
"DAGGETT, DOUGLAS JAMES",H,REP,CHALLENGER,MN,67.00,,67.00,2612.76,2545.74,,1252.24,1/1/2015,12/31/2015,,
"EISENBACH, DAVID",H,DEM,CHALLENGER,NY,8610.00,,8610.00,14500.00,,1610.00,14500.00,10/1/2015,12/31/2015,,
"GURR, ERIK ROBERT",H,REP,CHALLENGER,OH,,,0.00,,,,,1/1/2015,12/31/2015,,
"KINLAW, MICHAEL",S,REP,CHALLENGER,CO,,,0.00,,,,,7/1/2015,12/31/2015,,
"LAROSE, JOSH",S,DEM,CHALLENGER,FL,,,0.00,,,,,4/1/2015,12/31/2015,,
"MCMICHAEL, CRAIG",H,REP,CHALLENGER,TX,7392.49,,7392.49,7435.81,680.65,637.33,7435.81,1/21/2015,12/31/2015,,
"PATEL, RAVI B",H,DEM,CHALLENGER,IA,765870.42,,765870.42,820983.42,,,261174.48,1/1/2015,12/31/2015,,
"PRATHER, KELLI",S,DEM,CHALLENGER,OH,150.50,,150.50,,,9.68,140.00,10/1/2015,12/31/2015,,
"REY, CHRIS",S,DEM,CHALLENGER,NC,47374.00,,47374.00,43848.00,,3525.00,43848.00,9/21/2015,12/31/2015,,
"RITCHIE, JASON",H,DEM,CHALLENGER,WA,49168.56,,49168.56,51313.69,1715.68,,50884.24,1/1/2015,12/31/2015,,
"RUCKER, AUSTIN JONATHAN",H,REP,CHALLENGER,MO,310.00,,310.00,17.00,,292.00,17.00,3/21/2015,12/31/2015,,
"TOKAR, JEFF",H,REP,CHALLENGER,TX,10214.00,,10214.00,10083.86,,130.14,2569.86,10/28/2015,12/31/2015,,
"WATSON, JERRY B",S,REP,CHALLENGER,NJ,5559.00,5454.00,11013.00,13110.00,1596.00,500.00,7655.00,1/1/2015,12/31/2015,,
"ZIRKELBACH, RAY",S,DEM,CHALLENGER,IA,3839.00,,3839.00,3839.78,,,,11/18/2015,12/31/2015,,
"RODERICK, STEVE",H,REP,CHALLENGER,ID,,,0.00,,,,,11/1/2015,12/26/2015,,
"LOZANO, ROY E",H,REP,CHALLENGER,TX,5012.99,,5012.99,6982.98,,,840.26,7/1/2015,12/15/2015,,
"DETZEL, DENIS",H,REP,CHALLENGER,IL,,,0.00,,,,,1/1/2015,12/11/2015,,
"ASHWORTH, MATTHEW",H,REP,CHALLENGER,OH,,,0.00,,,,,9/19/2015,10/19/2015,,
"BOYKIN, RICHARD R",S,DEM,CHALLENGER,IL,10000.00,,10000.00,10000.00,10000.00,,,7/1/2015,10/15/2015,,
"ADAMS, DAVID ANDREW",H,REP,CHALLENGER,FL,,,0.00,,,,,6/1/2015,10/10/2015,,
"BAKER, COLLIN JAMES",H,REP,CHALLENGER,TX,,,0.00,56.00,,-56.00,56.00,7/1/2015,9/30/2015,,
"BROWN, DONALD GLENN JR",H,DEM,CHALLENGER,TX,74450.00,,74450.00,3184.82,1998.59,73263.77,2507.82,1/1/2015,9/30/2015,,
"DEMINGS, VALDEZ VAL",H,DEM,CHALLENGER,FL,160841.00,,160841.00,14388.35,,150779.73,10688.35,7/1/2015,9/30/2015,,
"DENHAM, JOE",H,DEM,CHALLENGER,PA,63145.00,,63145.00,62916.94,,325.56,44674.44,7/1/2015,9/30/2015,,
"FELLURE, LOWELL JACKSON",P,REP,CHALLENGER,WV,,,0.00,2112.00,590.00,590.00,,1/1/2015,9/30/2015,,
"GRADERT, JAMIESON HALE",H,REP,CHALLENGER,NH,190.00,,190.00,179.82,,10.18,179.82,4/1/2015,9/30/2015,,
"HARRINGTON, JOHN WESLEY IV",H,REP,CHALLENGER,TX,7710.00,,7710.00,7388.00,,320.00,6988.00,5/1/2015,9/30/2015,,
"JACKSON, TROY",H,DEM,CHALLENGER,ME,268.47,,268.47,15.00,-253.47,,15.00,1/1/2015,9/30/2015,,
"KOPF, KENN",H,REP,CHALLENGER,NC,6101.00,,6101.00,381.00,,5719.00,381.00,7/1/2015,9/30/2015,,
"TAMS, MICHAEL A",H,REP,CHALLENGER,IL,5130.81,,5130.81,25214.69,,,12291.84,7/10/2015,9/30/2015,,
"BURGESS, JEREMY",H,OTH,CHALLENGER,MI,,,0.00,,,,,1/1/2015,8/10/2015,,
"JACOBSON, OREN",H,DEM,CHALLENGER,IL,4746.89,,4746.89,9847.89,,-100.00,,4/1/2015,7/16/2015,,
"BECK, CHRISTOPHER T",H,DEM,CHALLENGER,MD,6125.88,,6125.88,2677.96,,3447.92,2677.96,4/1/2015,6/30/2015,,
"JONES, DANNY ROYCE MR. SR.",P,REP,CHALLENGER,TX,,,0.00,,,,,1/1/2015,6/30/2015,,
"RATY, TIMOTHY  AARON",S,ID,CHALLENGER,ID,583.00,,583.00,577.00,,5.00,217.00,1/18/2015,6/30/2015,,
"WESTLUND, KELLY",H,DEM,CHALLENGER,WI,409.31,,409.31,2721.25,1268.03,83.14,1677.36,1/1/2015,6/30/2015,,
"SPARKS, DANIEL HUDSON",H,UNK,CHALLENGER,MS,18483.00,,18483.00,15977.04,,11123.24,15977.04,1/1/2015,4/22/2015,,
"SIMON, FRED J JR MD",H,REP,CHALLENGER,CA,517.93,,517.93,790.44,272.51,,790.44,1/1/2015,4/5/2015,,
"HAGAN, ROBERT F",S,DEM,CHALLENGER,OH,,,0.00,4120.00,4120.00,,4120.00,12/31/2014,3/31/2015,,
"THOMPSON, KIRK WAYNE",H,REP,CHALLENGER,CA,,,0.00,,,,,1/1/2015,3/5/2015,,
"HAUGH, SEAN",S,LIB,CHALLENGER,NC,,,0.00,530.88,530.00,,530.00,12/1/2014,1/29/2015,,
"BENNET, MICHAEL F",S,DEM,INCUMBENT,CO,13267629.00,1617341.00,14884970.00,12843792.00,1234402.00,3319378.00,12665756.00,1/1/2015,10/19/2016,Y,
"BLUMENTHAL, RICHARD",S,DEM,INCUMBENT,CT,7056494.00,99624.00,7156118.00,4121046.00,661111.00,3698653.00,3850075.00,1/1/2015,10/19/2016,Y,
"BLUNT, ROY",S,REP,INCUMBENT,MO,9882675.00,1015600.00,10898275.00,11175291.00,2213935.00,2039047.00,11016640.00,1/1/2015,10/19/2016,Y,
"BOOZMAN, JOHN",S,REP,INCUMBENT,AR,3757889.00,239551.00,3997440.00,2920107.00,268602.00,1347800.00,2905565.00,1/1/2015,10/19/2016,Y,
"BURR, RICHARD M",S,REP,INCUMBENT,NC,10136078.00,1523637.00,11659715.00,8995714.00,747123.00,3421064.00,8902476.00,1/1/2015,10/19/2016,Y,
"CRAPO, MICHAEL ",S,REP,INCUMBENT,ID,3971156.00,80014.00,4051170.00,3899512.00,3500640.00,3677171.00,3822110.00,1/1/2015,10/19/2016,Y,
"GRASSLEY, CHARLES E SENATOR",S,REP,INCUMBENT,IA,7951567.00,641134.00,8592701.00,8094234.00,1838647.00,2368270.00,8060468.00,1/1/2015,10/19/2016,Y,
"HOEVEN, JOHN",S,REP,INCUMBENT,ND,2655353.00,207413.00,2862766.00,1980906.00,1023694.00,1906503.00,1878086.00,1/1/2015,10/19/2016,Y,
"ISAKSON, JOHN HARDY",S,REP,INCUMBENT,GA,7859454.00,181444.00,8040898.00,8162859.00,2423462.00,2379026.00,7983208.00,1/1/2015,10/19/2016,Y,
"JOHNSON, RONALD HAROLD",S,REP,INCUMBENT,,15776606.00,359391.00,16135997.00,13898303.00,605977.00,2872386.00,13505810.00,1/1/2015,10/19/2016,Y,
"LANKFORD, JAMES PAUL",S,REP,INCUMBENT,OK,2698475.00,104263.00,2802738.00,2223410.00,323294.00,904085.00,2131723.00,1/1/2015,10/19/2016,Y,
"LEAHY, PATRICK J",S,DEM,INCUMBENT,VT,3714777.00,114765.00,3829542.00,2166502.00,1276173.00,2964783.00,2145153.00,1/1/2015,10/19/2016,Y,
"LEE, MIKE",S,REP,INCUMBENT,UT,3757429.73,49121.30,3806551.03,3565191.25,367264.00,623971.00,3272727.71,1/1/2015,10/19/2016,Y,
"MCCAIN, JOHN S",S,REP,INCUMBENT,VA,9993659.00,467624.00,10461283.00,10497079.00,2019177.00,2837162.00,10317355.00,1/1/2015,10/19/2016,Y,
"MORAN, JERRY",S,REP,INCUMBENT,KS,4140355.00,169026.00,4309381.00,3893870.00,1380214.00,1836469.00,3703639.00,1/1/2015,10/19/2016,Y,
"MURKOWSKI, LISA",S,REP,INCUMBENT,AK,4012539.00,131920.00,4144459.00,4827189.00,903629.00,996967.00,4501006.00,1/1/2015,10/19/2016,Y,
"MURRAY, PATTY",S,DEM,INCUMBENT,WA,8765650.00,730567.00,9496217.00,7097047.00,1914038.00,4627044.00,5329560.00,1/1/2015,10/19/2016,Y,
"PAUL, RAND",S,REP,INCUMBENT,KY,3356203.00,1037019.00,4393222.00,5985913.00,2900940.00,1324437.00,4356709.00,1/1/2015,10/19/2016,Y,
"PORTMAN, ROB",S,REP,INCUMBENT,OH,17288565.00,1992713.00,19281278.00,19964070.00,5808793.00,5144370.00,19697476.00,1/1/2015,10/19/2016,Y,
