can_nam,can_off,can_par_aff,can_inc_cha_ope_sea,can_sta,tot_con,tra_fro_oth_aut_com,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_ope_exp,cov_sta_dat,cov_end_dat,winner,votes
"GEORGE, SCOTT PATRICK",H,REP,CHALLENGER,OH,"$6,615.00 ",,"$6,615.00 ",,,"$6,615.00 ",10/1/2015,6/30/2016,,
"GOLDERER, BILL",H,DEM,CHALLENGER,PA,"$425,100.82 ",,"$425,100.82 ",,,"$351,550.82 ",10/1/2015,6/30/2016,,
"HIRD, DIANA",H,DEM,CHALLENGER,NY,"$9,405.84 ",,"$26,905.84 ",,,"$9,874.83 ",1/1/2016,6/30/2016,,
"HOWARD, FRANK",H,REP,CHALLENGER,MD,"$26,562.96 ",,"$76,562.96 ",,,"$76,562.96 ",7/1/2015,6/30/2016,,
"HOWARTH, THOMAS JAMES",H,DEM,CHALLENGER,VA,"$5,949.00 ",,"$5,949.00 ",,,$450.00 ,4/27/2016,6/30/2016,,
"HUDOCK, BRANDON GENE",S,IND,CHALLENGER,PA,$835.00 ,,"$2,216.00 ",,"$2,618.00 ","$2,216.00 ",4/1/2016,6/30/2016,,
"KIRSHNER, BRANDON REID",H,IND,CHALLENGER,NY,"$9,727.16 ",,"$8,510.71 ",,"$1,216.45 ","$8,510.71 ",12/1/2015,6/30/2016,,
"KUO, PETER",H,REP,CHALLENGER,CA,"$8,133.76 ",,"$14,233.76 ",,,"$12,332.23 ",1/1/2016,6/30/2016,,
"LARCHUK, STEVEN B",H,DEM,CHALLENGER,PA,"$89,057.59 ",,"$333,169.05 ",,"$15,888.54 ","$284,312.05 ",1/1/2015,6/30/2016,,
"LAWRENCE, DERICKSON K",H,DEM,CHALLENGER,NY,"$34,460.09 ",,"$24,706.89 ","$7,997.00 ","$11,422.15 ","$14,759.89 ",1/1/2016,6/30/2016,,
"MACHAT, STEVEN",S,IND,CHALLENGER,FL,"$25,943.00 ",,"$23,899.00 ","$2,000.00 ","$1,982.00 ",,4/1/2016,6/30/2016,,
"MARSHALL, ROBERT",S,DEM,CHALLENGER,IL,$500.00 ,,"$46,196.00 ",,$314.00 ,"$6,000.00 ",7/1/2015,6/30/2016,,
"MARSHALL, ROBERT",H,DEM,CHALLENGER,IL,$500.00 ,,"$46,196.00 ",,$314.00 ,"$6,000.00 ",7/1/2015,6/30/2016,,
"MARX, ANGELA KAYE",H,DEM,CHALLENGER,WA,"$13,285.57 ",,"$6,847.52 ",,"$6,615.53 ","$6,847.52 ",4/1/2015,6/30/2016,,
"MCALLISTER, LENNY MR",H,REP,CHALLENGER,PA,"$17,390.00 ",,"$15,689.32 ",,"$1,700.68 ","$15,689.32 ",4/1/2016,6/30/2016,,
"MCFARLANE, RICHARD",H,DEM,CHALLENGER,NJ,$541.03 ,,$741.03 ,,,$192.17 ,1/1/2016,6/30/2016,,
"METTLER, KEN",H,REP,CHALLENGER,CA,"$21,392.63 ",,"$43,818.89 ",,,"$40,896.18 ",4/1/2016,6/30/2016,,
"MILLER, ROBERT",H,REP,CHALLENGER,CA,"$5,283.00 ",,"$10,905.38 ",,,"$10,815.38 ",1/1/2016,6/30/2016,,
"MIRZA, ALI A",H,DEM,CHALLENGER,NY,"$67,686.24 ",,"$45,519.04 ",,"$22,167.20 ","$39,407.60 ",1/1/2016,6/30/2016,,
"MURPHY, PATRICK",H,DEM,CHALLENGER,IA,"$231,505.12 ",,"$259,237.33 ","$1,334.83 ","$1,193.35 ","$231,516.60 ",1/1/2015,6/30/2016,,
"ORCHULLI, JACK C",S,REP,CHALLENGER,CT,,,,,,,10/1/2009,6/30/2016,,
"PERSLEY, ERRAN FELIC MR.",H,REP,CHALLENGER,TN,$650.00 ,,"$6,947.38 ",,$702.62 ,"$6,947.38 ",4/1/2016,6/30/2016,,
"RICHARDS, RONNY HARRISON",H,DEM,CHALLENGER,OH,"$7,220.00 ",,"$8,953.40 ",($156.90),"($4,842.99)","$2,220.11 ",1/1/2016,6/30/2016,,
"ROBERTS, JAMES HENRY MR. SR.",H,DEM,CHALLENGER,NC,$322.02 ,,"$23,397.00 ",,"$5,351.00 ","$23,342.00 ",11/12/2015,6/30/2016,,
"ROGERS, DAVID BRYAN",H,REP,CHALLENGER,CA,"$242,272.54 ",,"$242,272.54 ",,,"$227,642.54 ",1/1/2015,6/30/2016,,
"RUSSELL, RONALD E MR",H,DEM,CHALLENGER,VI,$600.00 ,,"$3,781.00 ",,$818.00 ,"$3,781.00 ",5/17/2016,6/30/2016,,
"SACKRIN, ADAM",H,DEM,CHALLENGER,FL,"$9,377.51 ",,"$10,455.09 ",,$422.42 ,"$10,455.09 ",4/1/2016,6/30/2016,,
"SALAMONE, PHILIP PETER",H,DEM,CHALLENGER,WI,"$5,170.00 ",,"$6,192.86 ",,"($1,022.86)","$5,992.86 ",3/10/2016,6/30/2016,,
"SCHAEFER, J MICHAEL",H,DEM,CHALLENGER,NV,,,"$41,501.00 ",,,,4/1/2016,6/30/2016,,
"SCHRODE, ERIN AZARIA",H,DEM,CHALLENGER,CA,"$58,283.50 ",,"$59,079.55 ",,"($26,515.78)","$47,617.72 ",3/25/2016,6/30/2016,,
"SCOTT, BOBBY L.",H,REP,CHALLENGER,GA,$250.00 ,,"$135,250.00 ",,,"$53,790.34 ",1/1/2016,6/30/2016,,
"SPENCER, LYDLE RAY",H,REP,CHALLENGER,MO,"$2,837.85 ",,"$3,189.78 ",$501.31 ,$149.38 ,"$3,189.78 ",4/1/2016,6/30/2016,,
"STEWART, FAYE",S,REP,CHALLENGER,OR,"$121,340.00 ",,"$121,338.00 ",,,"$121,338.00 ",10/1/2015,6/30/2016,,
"TAYLOR, JAMES",H,REP,CHALLENGER,OK,"$15,091.00 ",,"$15,044.35 ",,"$3,546.65 ","$14,494.35 ",1/1/2016,6/30/2016,,
"VOGT, DAVID E III",H,REP,CHALLENGER,MD,"$65,845.60 ",,"$65,095.14 ",,$750.46 ,"$59,095.14 ",4/1/2015,6/30/2016,,
"VOWELL, EDWARD F.",H,DEM,CHALLENGER,IL,"$41,819.28 ",,"$46,819.28 ",,"($5,000.00)","$42,913.28 ",6/1/2015,6/30/2016,,
"WALSER, JASON ALBERT",H,REP,CHALLENGER,NC,"$85,002.54 ",,"$82,364.96 ",,"$2,637.58 ","$80,592.13 ",1/1/2016,6/30/2016,,
"WEBB, MICHAEL DAVID",H,REP,CHALLENGER,VA,"$13,184.70 ",,"$11,585.21 ",,,"$11,585.21 ",5/1/2015,6/30/2016,,
"WILDER, SELLUS",S,DEM,CHALLENGER,KY,"$67,330.00 ",,"$60,815.00 ",,"$6,514.00 ","$60,715.00 ",1/1/2016,6/30/2016,,
"WINGE, KEVIN BIRDEEN",H,IND,CHALLENGER,MN,"$13,651.00 ",,"$13,650.00 ",,,"$2,999.00 ",10/1/2015,6/30/2016,,
"YU, EUGENE MR.",H,REP,CHALLENGER,GA,"$28,007.87 ",,"$55,423.31 ",,$2.22 ,"$55,308.30 ",1/1/2015,6/30/2016,,
"BENSMIHEN, JOSEPH",H,REP,CHALLENGER,FL,"$107,408.79 ",,"$137,410.38 ",,,"$115,179.88 ",4/1/2015,6/28/2016,,
"BERNAL, BENITO BENNY",H,DEM,CHALLENGER,CA,"$15,502.00 ",,"$15,499.00 ",,,"$15,499.00 ",1/1/2015,6/28/2016,,
"ISNER, BOB",H,DEM,CHALLENGER,NC,"$19,849.00 ",,"$21,348.00 ",,,"$6,477.00 ",1/1/2016,6/26/2016,,
"NORRIS, PHILLIP",H,REP,CHALLENGER,AL,"$3,605.00 ",,"$3,605.76 ",,,"$3,550.00 ",4/1/2015,6/24/2016,,
"CONDLEY, KERRI",H,NNE,CHALLENGER,CA,"$42,868.86 ",,"$87,420.73 ",$151.87 ,,"$41,175.73 ",1/1/2015,6/23/2016,,
"HULLUM, DAVID MATTHEW MR.",H,IND,CHALLENGER,OK,"$4,500.00 ",,$45.00 ,,,"$4,500.00 ",4/13/2016,6/23/2016,,
"HASAN, SHARIFF M",H,REP,CHALLENGER,CA,"$2,250.00 ",,"$2,250.00 ",,,"$2,250.00 ",1/1/2016,6/22/2016,,
"VANDERSAND, ETHAN",H,REP,CHALLENGER,IL,"$21,371.59 ",,"$21,371.59 ",,,"$19,873.62 ",9/15/2015,6/21/2016,,
"BAKER, BRUCE",H,REP,CHALLENGER,CO,"$1,050.00 ",,"$1,050.00 ",,($161.99),$888.01 ,1/1/2016,6/20/2016,,
"DUFFIE, RYAN",H,REP,CHALLENGER,NC,"$6,585.00 ",,"$6,051.83 ",,($54.64),"$5,971.83 ",12/21/2015,6/18/2016,,
"FITZPATRICK, ROGER ",H,REP,CHALLENGER,GA,"$17,965.00 ",,"$16,049.02 ","$1,980.05 ","$1,220.69 ","$16,049.02 ",1/1/2016,6/14/2016,,
"DAY, THOMAS",H,DEM,CHALLENGER,IL,"$62,346.30 ",,"$62,345.72 ",,,"$62,345.72 ",6/24/2015,6/10/2016,,
"OLIVERIO, PIERLUIGI",H,DEM,CHALLENGER,CA,$20.00 ,,"$3,052.00 ",,,,1/1/2016,6/10/2016,,
"ADAMS, SCOTT MICHAEL MR.",H,IND,CHALLENGER,CA,,,"$6,940.00 ",,"($6,940.00)","$6,940.00 ",1/1/2016,6/8/2016,,
"LAW, PHILIP JOSEPH",H,REP,CHALLENGER,NC,"$145,404.32 ",,"$154,532.32 ",,,"$145,404.32 ",1/1/2015,6/8/2016,,
"SANCHEZ, CARLOS J MR",H,REP,CHALLENGER,CA,,,"$25,658.24 ",,$465.76 ,"$15,362.01 ",1/1/2015,6/8/2016,,
"BARAJAS, RAMON MISTER III",H,REP,CHALLENGER,CA,,,,,,,1/1/2016,6/7/2016,,
"BOMBERGER, JEFFREY",H,IND,CHALLENGER,CA,,,,,,,4/1/2016,6/7/2016,,
"PATRICK, PATREA",H,DEM,CHALLENGER,CA,,,,$0.50 ,,,3/6/2016,6/7/2016,,
"CASACIO, STANLEY STAN""""",H,REP,CHALLENGER,PA,"$55,551.42 ",,"$116,651.42 ",,,"$116,267.16 ",1/1/2016,6/6/2016,,
"MACBETH, KAREN",H,REP,CHALLENGER,RI,"$13,720.00 ",,"$13,720.00 ",,,"$6,798.89 ",4/1/2016,6/6/2016,,
"COPELAND, CHERYL",S,DEM,CHALLENGER,GA,"$13,543.00 ",,"$14,363.00 ",,$0.60 ,"$11,397.00 ",3/1/2016,6/1/2016,,
"ALLAN, SETH",H,REP,CHALLENGER,OR,"$18,610.29 ",,"$19,660.29 ",$250.00 ,,"$15,053.20 ",9/1/2015,5/31/2016,,
"DELGADO, ELOY JAVIER MR.",H,DEM,CHALLENGER,NJ,"$8,385.49 ",,"$11,047.49 ",,"$3,724.59 ","$11,047.49 ",1/1/2016,5/26/2016,,
"KENDER, JEFF DARRELL",S,DEM,CHALLENGER,KY,"$5,701.00 ",,"$5,700.00 ",,,"$5,700.00 ",1/1/2016,5/20/2016,,
"ROCHE, FRANK",H,REP,CHALLENGER,NC,"$26,912.89 ",,"$28,780.89 ",,,"$17,802.88 ",4/1/2015,5/20/2016,,
"COKER, ADAM WARD",H,DEM,CHALLENGER,NC,"$10,290.00 ",,"$15,286.79 ",,"$2,486.18 ","$13,793.82 ",1/1/2016,5/18/2016,,
"GUZMAN, DAVID",H,DEM,CHALLENGER,CA,"$8,303.25 ",,"$8,303.25 ",,,"$8,303.25 ",1/1/2016,5/18/2016,,
"LUCERO, MICHAEL GLENN",H,REP,CHALLENGER,NM,"$9,614.00 ",,"$5,853.49 ",,"$3,760.51 ","$5,853.49 ",10/1/2015,5/18/2016,,
"BRILL, ROGER Q",H,REP,CHALLENGER,KY,,,"$19,308.00 ",,"$6,811.00 ",,1/26/2016,5/17/2016,,
"VILLARREAL, JAMES",H,DEM,CHALLENGER,AZ,"$7,467.00 ","$3,166.02 ","$10,633.02 ",,,"$9,883.02 ",11/1/2015,5/10/2016,,
"WRIGHT, DOUGLAS A.",H,REP,CHALLENGER,CA,"$24,543.00 ","$3,166.03 ","$27,709.03 ",,,"$13,159.03 ",11/20/2015,5/10/2016,,
"COOK, YORK",H,REP,CHALLENGER,NJ,"$6,415.00 ",,"$6,415.00 ",,,"$1,628.75 ",3/20/2015,5/4/2016,,
"COWAN, DANIEL",H,REP,CHALLENGER,GA,"$145,184.52 ",,"$289,643.92 ",,"$105,540.60 ","$288,643.92 ",1/1/2016,5/4/2016,,
"DAVIS, BILLY",H,REP,CHALLENGER,GA,"$17,875.02 ",,"$69,446.45 ",,"$3,428.57 ","$69,446.45 ",1/1/2016,5/4/2016,,
"ARMSTRONG-STONER, DEREK JAMES",H,DEM,CHALLENGER,AZ,"$6,600.98 ",,"$16,350.98 ",,,"$16,106.64 ",11/27/2015,5/3/2016,,
"COLLINS, FREDERICK",H,DEM,CHALLENGER,IL,"$20,000.00 ",,"$20,000.00 ",,,"$20,000.00 ",10/1/2015,4/30/2016,,
"LANGE, JOHN RICHARD",H,REP,CHALLENGER,NY,"$39,439.59 ",,"$39,439.76 ",,,"$39,439.76 ",1/1/2016,4/30/2016,,
"GONZALES, REGINO JAMES",H,REP,CHALLENGER,TX,"$19,875.00 ","$1,425.00 ","$14,947.00 ",,"$5,720.00 ","$14,947.00 ",1/1/2015,4/28/2016,,
"JACKSON, SEAN M",H,REP,CHALLENGER,MD,"$4,869.00 ",,"$4,721.00 ",,$148.00 ,"$4,721.00 ",6/26/2015,4/26/2016,,
"MORRIS, GERALD A",H,REP,CHALLENGER,CA,,,,,,,1/1/2016,4/15/2016,,
"ROGERS, ROBERT L",H,REP,CHALLENGER,AL,$10.00 ,,"$32,492.00 ",,,"$50,187.00 ",10/29/2015,4/15/2016,,
"MANNINO, LEN",H,REP,CHALLENGER,NH,,,,,,,4/9/2016,4/14/2016,,
"YOUNG JR, LARRY DEAN",H,REP,CHALLENGER,AL,"$19,766.88 ",,"$178,474.16 ",,,,11/1/2015,4/14/2016,,
"ROUGHNEEN, CHERIE",H,REP,CHALLENGER,TX,"$4,637.82 ",,"$12,844.04 ",,"($6,219.04)","$11,844.04 ",12/9/2015,4/13/2016,,
"HOLMQUIST, LARRY",S,REP,CHALLENGER,NC,"$9,445.00 ",,"$9,443.00 ",,,"$9,443.00 ",9/1/2015,4/6/2016,,
"ANTHONY, MALCOLM",H,REP,CHALLENGER,FL,"$17,988.96 ",,"$20,852.79 ",,"($2,263.83)","$13,261.15 ",8/25/2015,4/4/2016,,
"WHITE, JAMES LLOYD",H,DEM,CHALLENGER,MO,"$4,810.41 ",,"$6,689.32 ",,,"$6,646.27 ",1/1/2015,4/1/2016,,
"BLATT, DOUGLAS JAMES MR",H,DEM,CHALLENGER,TX,"$1,367.39 ",,"$1,867.39 ",,,$431.32 ,7/1/2015,3/31/2016,,
"BRONSON, DANIEL J",S,REP,CHALLENGER,IL,"$7,328.00 ",,"$7,328.00 ",,,"$7,328.00 ",9/5/2015,3/31/2016,,
"BROOKINS, HOWARD B. JR.",H,DEM,CHALLENGER,IL,"$202,368.61 ",,"$202,807.69 ",,,"$197,032.64 ",10/1/2015,3/31/2016,,
"CASIDA, TISHA TRINETTE",H,UNK,CHALLENGER,CO,,,,"$2,234.00 ","$2,234.00 ",,1/1/2015,3/31/2016,,
"CHADWICK, HOWARD BRUCE",H,REP,CHALLENGER,TX,"$13,835.46 ",,"$13,835.46 ",,,"$13,835.46 ",7/1/2015,3/31/2016,,
"CHOI, JUN",H,DEM,CHALLENGER,NJ,"$1,000.00 ",,"$53,777.36 ","$52,777.36 ",,"$3,527.36 ",1/1/2015,3/31/2016,,
"COLEMAN, CURTIS",S,REP,CHALLENGER,AR,"$95,936.00 ",,"$95,961.00 ",$25.00 ,,"$93,261.00 ",1/1/2015,3/31/2016,,
"CRAMER, ROBERT JAMES",H,REP,CHALLENGER,IA,$600.00 ,,"$2,876.59 ",$466.83 ,,"$2,876.59 ",1/1/2015,3/31/2016,,
"DAVIES, AARON",H,IND,CHALLENGER,OK,"$1,814.73 ",,"$1,782.90 ",,$114.33 ,"$1,782.90 ",1/1/2015,3/31/2016,,
"DICKINSON, MICHAEL ROBERT",H,DEM,CHALLENGER,VA,,,,,,,1/1/2015,3/31/2016,,
"FILAK, MICHAEL A MR.",H,DEM,CHALLENGER,TX,"$13,067.14 ",,"$19,543.93 ",,,"$17,866.73 ",10/1/2015,3/31/2016,,
"GARCIA, DOMINIQUE MICHELLE",H,DEM,CHALLENGER,TX,"$6,001.00 ",,"$6,001.00 ","$5,001.00 ","$5,001.00 ","$6,001.00 ",10/1/2015,3/31/2016,,
"GRAYSON, DERRICK EARL",S,REP,CHALLENGER,GA,"$10,186.00 ",,"$14,627.00 ",$10.00 ,$568.00 ,"$9,407.00 ",1/1/2016,3/31/2016,,
"GRIMSLEY, WARREN GRIZZ",H,GRE,CHALLENGER,IL,"$4,059.00 ",,"$6,353.00 ",,,"$3,421.00 ",7/28/2015,3/31/2016,,
"GUTZEIT, MARIA",H,DEM,CHALLENGER,CA,"$61,871.79 ",,"$72,845.44 ",,,"$62,067.92 ",4/24/2015,3/31/2016,,
"HARMON, WAYNE E",H,REP,CHALLENGER,IN,$636.00 ,,$212.00 ,,$424.00 ,$212.00 ,1/1/2015,3/31/2016,,
"KAY, DAVID",H,DEM,CHALLENGER,WA,"$26,100.00 ",,"$26,100.00 ",,,"$25,376.40 ",1/1/2016,3/31/2016,,
"KRAUSE, ROBERT ALLEN",S,DEM,CHALLENGER,IA,"$2,839.40 ",,,,,"$17,417.00 ",5/7/2015,3/31/2016,,
"LAVERGNE, FREDERICK JOHN",H,DEM,CHALLENGER,NJ,$600.00 ,,,,$600.00 ,,3/9/2016,3/31/2016,,
"LOPEZ-CERVANTEZ, JOANNE SELENA MS",S,IND,CHALLENGER,AZ,"$7,300.00 ",,"$6,000.00 ","$5,000.00 ","$6,300.00 ","$5,000.00 ",10/1/2015,3/31/2016,,
"MENDOZA, MATTHEW JAMES",H,REP,CHALLENGER,CA,$732.00 ,,"$1,346.00 ",,$57.00 ,$673.00 ,6/30/2015,3/31/2016,,
"OCEGUERA, JOHN",H,DEM,CHALLENGER,NV,"$234,932.59 ",,"$335,137.59 ",,,"$186,892.59 ",7/8/2015,3/31/2016,,
"OLREE, BROCK",H,REP,CHALLENGER,AR,"$2,995.38 ",,"$17,780.08 ",,$215.89 ,"$17,779.49 ",10/1/2015,3/31/2016,,
"PATE, PAGE ANTHONY",S,DEM,CHALLENGER,GA,$110.00 ,,$110.00 ,,,$110.00 ,2/29/2016,3/31/2016,,
"RAMSLAND, RUSSELL JAMES JR.",H,REP,CHALLENGER,TX,"$330,710.51 ",,"$330,923.47 ",,,"$292,210.59 ",1/1/2015,3/31/2016,,
"ROSEMAN, JEFFREY LEE",H,IND,CHALLENGER,NC,"$11,582.79 ",,"$11,582.79 ",,,"$11,582.79 ",1/1/2016,3/31/2016,,
"ROSIER, DONALD PRESTON II",S,REP,CHALLENGER,CO,"$23,300.00 ",,"$23,625.00 ",,,"$23,300.00 ",6/1/2015,3/31/2016,,
"SALAS, JAVIER MR",H,DEM,CHALLENGER,IL,"$48,902.00 ",,"$59,565.02 ",,"$1,869.98 ","$44,332.02 ",6/1/2015,3/31/2016,,
"TRACHTENBERG, DUCHY",H,DEM,CHALLENGER,MD,"$10,500.00 ",,"$10,000.00 ",,,$844.00 ,1/1/2015,3/31/2016,,
"KEALY, DWIGHT",H,REP,CHALLENGER,CA,"$47,557.28 ",,"$297,657.28 ",,,"$17,183.28 ",11/22/2015,3/30/2016,,
"GONZALEZ, EVELIO",H,REP,CHALLENGER,FL,"$2,940.98 ",,"$3,241.06 ",,($300.08),$741.06 ,11/12/2015,3/28/2016,,
"THURGOOD, KEITH LEE",H,REP,CHALLENGER,TX,"$5,560.10 ",,"$11,631.36 ",,"($4,160.24)","$6,300.46 ",12/14/2015,3/28/2016,,
"DEAN, ANDRE",H,REP,CHALLENGER,TX,"$10,314.00 ",,"$15,906.00 ",,,"$11,602.00 ",3/13/2015,3/22/2016,,
"PIZER, DAVID SUMMER",S,REP,CHALLENGER,AZ,,,,,,,10/1/2015,3/17/2016,,
"MARTIN, JOHN",S,REP,CHALLENGER,AL,"$5,744.00 ",,"$5,643.00 ",,$50.00 ,"$4,659.00 ",10/16/2015,3/15/2016,,
"COBLENZ, MICHAEL",H,DEM,CHALLENGER,KY,$500.00 ,,$500.00 ,,,$500.00 ,1/21/2016,3/14/2016,,
"HEINEMAN, LISA ANN MRS.",H,IND,CHALLENGER,NE,,,,,,,2/1/2016,3/10/2016,,
"DICHIARA, LARRY",H,REP,CHALLENGER,AL,"$17,718.04 ",,"$67,148.66 ",,"($2,356.98)","$67,148.66 ",10/1/2015,3/9/2016,,
"BRUTUS, O. PATRICK",H,DEM,CHALLENGER,IL,"$7,466.00 ",,"$39,081.37 ",,"$3,384.63 ","$37,648.17 ",10/1/2015,2/24/2016,,
"BOWMAN, MARCUS",S,REP,CHALLENGER,AL,"$1,890.00 ",,$770.00 ,,"$1,119.00 ",$770.00 ,11/5/2015,2/10/2016,,
"LIEBER, ARTHUR H.",H,DEM,CHALLENGER,MO,,,"$8,789.96 ","$8,789.96 ",,$407.88 ,1/1/2015,1/1/2016,,
"ANSEL, JEFFREY",H,IND,CHALLENGER,TX,"$4,767.00 ",,"$2,320.79 ","$2,339.22 ","$4,785.43 ","$2,320.79 ",10/1/2015,12/31/2015,,
"BANGSTAD, KIRK",H,DEM,CHALLENGER,WI,"$107,069.37 ",,"$145,479.22 ",,"$1,590.15 ","$89,573.22 ",7/1/2015,12/31/2015,,
"BECKER, FRANCIS X. JR.",H,REP,CHALLENGER,NY,,,$571.00 ,"$1,163.47 ",$613.12 ,$550.35 ,1/1/2015,12/31/2015,,
"COLE, MICHAEL K",H,DEM,CHALLENGER,TX,"$10,336.00 ",,"$24,509.10 ",$162.29 ,$739.19 ,"$23,159.10 ",1/1/2015,12/31/2015,,
"COLE, MICHAEL KENNETH MR JR",H,DEM,CHALLENGER,TX,"$10,336.00 ",,"$24,509.10 ",$162.29 ,$739.19 ,"$23,159.10 ",1/1/2015,12/31/2015,,
"DAGGETT, DOUGLAS JAMES",H,REP,CHALLENGER,MN,$67.00 ,,"$2,612.76 ","$2,545.74 ",,"$1,252.24 ",1/1/2015,12/31/2015,,
"EISENBACH, DAVID",H,DEM,CHALLENGER,NY,"$8,610.00 ",,"$14,500.00 ",,"$1,610.00 ","$14,500.00 ",10/1/2015,12/31/2015,,
"GURR, ERIK ROBERT",H,REP,CHALLENGER,OH,,,,,,,1/1/2015,12/31/2015,,
"KINLAW, MICHAEL",S,REP,CHALLENGER,CO,,,,,,,7/1/2015,12/31/2015,,
"LAROSE, JOSH",S,DEM,CHALLENGER,FL,,,,,,,4/1/2015,12/31/2015,,
"MCMICHAEL, CRAIG",H,REP,CHALLENGER,TX,"$7,392.49 ",,"$7,435.81 ",$680.65 ,$637.33 ,"$7,435.81 ",1/21/2015,12/31/2015,,
"PATEL, RAVI B",H,DEM,CHALLENGER,IA,"$765,870.42 ",,"$820,983.42 ",,,"$261,174.48 ",1/1/2015,12/31/2015,,
"PRATHER, KELLI",S,DEM,CHALLENGER,OH,$150.50 ,,,,$9.68 ,$140.00 ,10/1/2015,12/31/2015,,
"REY, CHRIS",S,DEM,CHALLENGER,NC,"$47,374.00 ",,"$43,848.00 ",,"$3,525.00 ","$43,848.00 ",9/21/2015,12/31/2015,,
"RITCHIE, JASON",H,DEM,CHALLENGER,WA,"$49,168.56 ",,"$51,313.69 ","$1,715.68 ",,"$50,884.24 ",1/1/2015,12/31/2015,,
"RUCKER, AUSTIN JONATHAN",H,REP,CHALLENGER,MO,$310.00 ,,$17.00 ,,$292.00 ,$17.00 ,3/21/2015,12/31/2015,,
"TOKAR, JEFF",H,REP,CHALLENGER,TX,"$10,214.00 ",,"$10,083.86 ",,$130.14 ,"$2,569.86 ",10/28/2015,12/31/2015,,
"WATSON, JERRY B",S,REP,CHALLENGER,NJ,"$5,559.00 ","$5,454.00 ","$13,110.00 ","$1,596.00 ",$500.00 ,"$7,655.00 ",1/1/2015,12/31/2015,,
"ZIRKELBACH, RAY",S,DEM,CHALLENGER,IA,"$3,839.00 ",,"$3,839.78 ",,,,11/18/2015,12/31/2015,,
"RODERICK, STEVE",H,REP,CHALLENGER,ID,,,,,,,11/1/2015,12/26/2015,,
"LOZANO, ROY E",H,REP,CHALLENGER,TX,"$5,012.99 ",,"$6,982.98 ",,,$840.26 ,7/1/2015,12/15/2015,,
"DETZEL, DENIS",H,REP,CHALLENGER,IL,,,,,,,1/1/2015,12/11/2015,,
"ASHWORTH, MATTHEW",H,REP,CHALLENGER,OH,,,,,,,9/19/2015,10/19/2015,,
"BOYKIN, RICHARD R",S,DEM,CHALLENGER,IL,"$10,000.00 ",,"$10,000.00 ","$10,000.00 ",,,7/1/2015,10/15/2015,,
"ADAMS, DAVID ANDREW",H,REP,CHALLENGER,FL,,,,,,,6/1/2015,10/10/2015,,
"BAKER, COLLIN JAMES",H,REP,CHALLENGER,TX,,,$56.00 ,,($56.00),$56.00 ,7/1/2015,9/30/2015,,
"BROWN, DONALD GLENN JR",H,DEM,CHALLENGER,TX,"$74,450.00 ",,"$3,184.82 ","$1,998.59 ","$73,263.77 ","$2,507.82 ",1/1/2015,9/30/2015,,
"DEMINGS, VALDEZ VAL",H,DEM,CHALLENGER,FL,"$160,841.00 ",,"$14,388.35 ",,"$150,779.73 ","$10,688.35 ",7/1/2015,9/30/2015,,
"DENHAM, JOE",H,DEM,CHALLENGER,PA,"$63,145.00 ",,"$62,916.94 ",,$325.56 ,"$44,674.44 ",7/1/2015,9/30/2015,,
"FELLURE, LOWELL JACKSON",P,REP,CHALLENGER,WV,,,"$2,112.00 ",$590.00 ,$590.00 ,,1/1/2015,9/30/2015,,
"GRADERT, JAMIESON HALE",H,REP,CHALLENGER,NH,$190.00 ,,$179.82 ,,$10.18 ,$179.82 ,4/1/2015,9/30/2015,,
"HARRINGTON, JOHN WESLEY IV",H,REP,CHALLENGER,TX,"$7,710.00 ",,"$7,388.00 ",,$320.00 ,"$6,988.00 ",5/1/2015,9/30/2015,,
"JACKSON, TROY",H,DEM,CHALLENGER,ME,$268.47 ,,$15.00 ,($253.47),,$15.00 ,1/1/2015,9/30/2015,,
"KOPF, KENN",H,REP,CHALLENGER,NC,"$6,101.00 ",,$381.00 ,,"$5,719.00 ",$381.00 ,7/1/2015,9/30/2015,,
"TAMS, MICHAEL A",H,REP,CHALLENGER,IL,"$5,130.81 ",,"$25,214.69 ",,,"$12,291.84 ",7/10/2015,9/30/2015,,
"BURGESS, JEREMY",H,OTH,CHALLENGER,MI,,,,,,,1/1/2015,8/10/2015,,
"JACOBSON, OREN",H,DEM,CHALLENGER,IL,"$4,746.89 ",,"$9,847.89 ",,($100.00),,4/1/2015,7/16/2015,,
"BECK, CHRISTOPHER T",H,DEM,CHALLENGER,MD,"$6,125.88 ",,"$2,677.96 ",,"$3,447.92 ","$2,677.96 ",4/1/2015,6/30/2015,,
"JONES, DANNY ROYCE MR. SR.",P,REP,CHALLENGER,TX,,,,,,,1/1/2015,6/30/2015,,
"RATY, TIMOTHY  AARON",S,ID,CHALLENGER,ID,$583.00 ,,$577.00 ,,$5.00 ,$217.00 ,1/18/2015,6/30/2015,,
"WESTLUND, KELLY",H,DEM,CHALLENGER,WI,$409.31 ,,"$2,721.25 ","$1,268.03 ",$83.14 ,"$1,677.36 ",1/1/2015,6/30/2015,,
"SPARKS, DANIEL HUDSON",H,UNK,CHALLENGER,MS,"$18,483.00 ",,"$15,977.04 ",,"$11,123.24 ","$15,977.04 ",1/1/2015,4/22/2015,,
